CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
17-13-0122-46;17-026;PETEN;LAS CRUCES;"CENTRO EDUCATIVO TECNOLÓGICO DE FORMACIÓN INTEGRAL ""CETFI""";CASERIO VISTA HERMOSA;46026222;RODOLFO MEDINA;MARIO ORLANDO ZELAYA DARDON;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-13-0125-46;17-026;PETEN;LAS CRUCES;INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA;COOPERATIVA UNION MAYA ITZA;31618299;RODOLFO MEDINA;JESÚS POOB BELIX;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-13-0126-46;17-026;PETEN;LAS CRUCES;COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO;ALDEA BETHANIA;45287229;RODOLFO MEDINA;GREYSI GUADALUPE PAZ LÓPEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-13-0129-46;17-044;PETEN;LAS CRUCES;COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO- GEDIMA;ALDEA BETHANIA;45287229;MARIO ZELAYA DARDON;NOE MOISES XO PAAN;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-13-0131-46;17-043;PETEN;LAS CRUCES;IMEBI;CASERIO VISTA HERMOS;79262582;DOMINGA GARCIA RAYMUNDO;LADISLAO SALVADOR HERNÁNDEZ LUCAS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-13-0135-46;17-026;PETEN;LAS CRUCES;CENTRO EDUCATIVO YAXTUNILHA;3A.CALLE ZONA 3;30854215;RODOLFO MEDINA;NIDIA ESTER GALICIA ALVARADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-13-0136-46;17-026;PETEN;LAS CRUCES;CENTRO EDUCATIVO YAXTUNILHA;3RA.CALLE ZONA 3;30854215;RODOLFO MEDINA;NIDIA ESTER GALICIA ALVARADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);PETÉN
17-13-0137-46;17-025;PETEN;LAS CRUCES;INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA;ZONA 3 LAS CRUCES;49187080;MARIO ORLANDO ZELAYA DARDON;RUTH ABIGAIL MENDEZ AGUILAR;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-13-0138-46;17-026;PETEN;LAS CRUCES;"COLEGIO PRIVADO MIXTO ""EL BUEN PASTOR""";CASERIO RETALTECO;40122056;RODOLFO MEDINA;ELICEO POOU XOL;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-13-0145-46;17-025;PETEN;LAS CRUCES;"COLEGIO PRIVADO MIXTO ""SUPERA CION Y ESPERANZA""";ALDEA PALESTINA;36051122;MARIO ORLANDO ZELAYA DARDON;MARIA CALENDELARIA GARCIA BATRES;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-13-0148-46;17-025;PETEN;LAS CRUCES;COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES;12 AV. 2DA, CALLE ZONA 1;57070663;MARIO ORLANDO ZELAYA DARDON;PEDRO OCIEL JAIME RIVAS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-13-0150-46;17-025;PETEN;LAS CRUCES;COLEGIO PRIVADO MIXTO EL BUEN PASTOR;CASERIO RETALTECO;40122056;MARIO ORLANDO ZELAYA DARDON;ELICEO POOU XOL;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-13-0152-46;17-025;PETEN;LAS CRUCES;COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO-JEDIMA-;CASERIO BETHANIA;40311962;MARIO ORLANDO ZELAYA DARDON;GREYSI GUADALUPE PAZ LÓPEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-13-0154-46;17-025;PETEN;LAS CRUCES;COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO;ALDEA BETHANIA;40311962;MARIO ORLANDO ZELAYA DARDON;GREYSI GUADALUPE PAZ LÓPEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-14-0024-46;17-013;PETEN;EL CHAL;LICEO EDUCATIVO SALEM;CABECERA MUNICIPAL;30637047;BRAULIO AMILCAR CHAN TESUCUN;BEATRIZ ARMINDA ESQUIVEL RUANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-14-0028-46;17-013;PETEN;EL CHAL;ESCUELA DE COMERCIO;CABECERA MUNICIPAL;41878066;BRAULIO AMILCAR CHAN TESUCUN;VICTORIANO TRINIDAD CANCHÁN MÉNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-14-0032-46;17-013;PETEN;EL CHAL;"CENTRO EDUCATIVO TECNICO PORTILLO ""CETPORT""";CABECERA MUNICIPAL;57851111;BRAULIO AMILCAR CHAN TESUCUN;YURI ADALÍ CORNELIO RAMIREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-14-0034-46;17-013;PETEN;EL CHAL;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA- INED-;CABECERA MUNICIPAL;48079374;BRAULIO AMILCAR CHAN TESUCUN;ERIKA YANETH BREGANZA PALACIOS;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-14-0076-46;17-013;PETEN;EL CHAL;COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES- CEDIF-;COOPERATIVA LAS FLORES;58502152;BRAULIO AMILCAR CHAN TESUCUN;ELVIN ALEXANDER LÓPEZ INTERIANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-14-0080-46;17-013;PETEN;EL CHAL;COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-;COOPERATIVA LAS FLORES;56984314;BRAULIO AMILCAR CHAN TESUCUN;ELVIN ALEXANDER LÓPEZ INTERIANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-14-0084-46;17-013;PETEN;EL CHAL;"CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""";EL CHAL;57851111;BRAULIO AMILCAR CHAN TESUCUN;YURI ADALÍ CORNELIO RAMIREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-14-0086-46;17-013;PETEN;EL CHAL;LICEO EDUCATIVO SALEM;AREA CENTRAL-EL CHAL;58895449;BRAULIO AMILCAR CHAN TESUCUN;BEATRIZ ARMINDA ESQUIVEL RUANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;PETÉN
17-14-0089-46;17-013;PETEN;EL CHAL;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO-INED-;CASERIO AGRICULTORES UNIDOS;47032972;BRAULIO AMILCAR CHAN TESUCUN;ABELINO CASTRO SAMAYOA;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-14-0090-46;17-013;PETEN;EL CHAL;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO-INED-;CASERIO SANTA AMELIA;42727176;BRAULIO AMILCAR CHAN TESUCUN;INGRIS MARILIS TELÓN DUARTE;DIVERSIFICADO;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);PETÉN
17-14-0099-46;17-013;PETEN;EL CHAL;"LICEO EDUCATIVO SALEM ""LICES""";BARRIO EL PARAISO;49194715;BRAULIO AMILCAR CHAN TESUCUN;BEATRIZ ARMINDA ESQUIVEL RUANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;FIN DE SEMANA;PETÉN
17-14-0100-46;17-013;PETEN;EL CHAL;CENTRO EDUCATIVO TECNICO PORTILLO- CETPORT-;EL CHAL;57851111;BRAULIO AMILCAR CHAN TESUCUN;YURI ADALÍ CORNELIO RAMIREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
17-14-0102-46;17-013;PETEN;EL CHAL;COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-;COOPERATIVA LAS FLOREZ;47526661;BRAULIO AMILCAR CHAN TESUCUN;ELVIN ALEXANDER LÓPEZ INTERIANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);PETÉN
